,UANUM,UANAME,Population,Latitude,Longitude,4 Week Rate,4 Week TRP,CPP,CPM,AdvertisingCost,PredictedCount,ActualCount,PredictedActualDiff,PercentDiff,Households,HouseholdsPerStation
3311,90514,"Victoria, TX",63683,28.805,-97.0033333,1590.0,520.0,3.0,3.8,241.9954,2.66,2,0.66,0.22,23782,8940.601503759399
3312,90541,"Victorville--Hesperia, CA",328454,34.4263889,-117.3,29980.0,560.0,79.2,2.2,722.5988000000001,10.86,6,4.86,0.694285714,95421,8786.46408839779
3313,90568,"Vidalia, GA",13442,32.2175,-82.4136111,1375.0,300.0,5.0,5.75,77.2915,1.48,2,-0.52,-0.173333333,5103,3447.972972972973
3318,90658,"Villas, NJ",51291,39.028611100000006,-74.93888890000002,7344.0,320.0,22.8,5.4,276.9714,1.5,1,0.5,0.25,22663,15108.666666666666
3320,90703,"Vincennes, IN",21302,38.6772222,-87.52861109999998,1144.4444444445,511.1111111111,2.5555555556,6.5555555556,139.64644444539118,0.48,2,-1.52,-0.5066666670000001,7902,16462.5
3321,90730,"Vineland, NJ",95259,39.4861111,-75.0261111,75000.0,300.0,255.0,4.0,381.036,3.3,2,1.3,0.433333333,34018,10308.48484848485
3327,90892,"Virginia Beach, VA",1439666,36.8527778,-75.9783333,2793.75,750.0,3.875,6.625,9537.78725,73.72,34,39.72,1.134857143,533967,7243.176885512751
3330,90946,"Visalia, CA",219454,36.3302778,-119.2911111,41198.0,500.0,83.25,5.5,1206.997,7.96,8,-0.04,-0.0044444440000000005,69316,8708.040201005026
3331,90959,"Vistancia, AZ",6615,33.752373,-112.327816,95000.0,300.0,332.5,8.5,56.2275,0.82,1,-0.18,-0.09,2433,2967.0731707317077
3334,91027,"Waco, TX",172378,31.5491667,-97.1463889,1260.0,200.0,6.0,12.0,2068.536,4.98,4,0.98,0.196,62514,12553.01204819277
3337,91108,"Wadesboro, NC",5791,34.96805560000001,-80.0769444,1350.0,300.0,5.0,7.0,40.537000000000006,0.22,1,-0.78,-0.39,2254,10245.454545454546
3341,91216,"Waikoloa Village, HI",4089,19.9325,-155.8277778,114990.576923077,149.0384615385,193.88461538459998,3.4334615385,14.039424230926501,0.36,3,-2.64,-0.66,1627,4519.444444444444
3342,91243,"Waimea (Hawaii County), HI",6960,20.023056,-155.671667,114990.576923077,149.0384615385,193.88461538459998,3.4334615385,23.89689230796,0.32,4,-3.68,-0.736,2426,7581.25
3344,91261,"Waldorf, MD",109919,38.6244444,-76.9394444,342597.875,156.25,556.5652173912999,11.014166666700001,1210.6661858369973,11.82,13,-1.18,-0.084285714,38611,3266.5820642978
3345,91270,"Waldport, OR",3434,44.4269444,-124.0675,600.0,200.0,3.0,4.0,13.736,1.64,2,-0.36,-0.12,1546,942.6829268292684
3348,91405,"Walla Walla, WA--OR",55805,46.0647222,-118.34194440000002,7650.0,200.0,38.5,7.0,390.635,1.7,2,-0.3,-0.1,20691,12171.176470588236
3362,91783,"Warner Robins, GA",133109,32.6208333,-83.6,5066.6666666667,555.5555555556,9.8888888889,5.7777777778,769.0742222251803,3.8,2,1.8,0.6,49166,12938.42105263158
3368,91999,"Warsaw, IN",30166,41.2380556,-85.8530556,1350.0,300.0,5.0,6.5,196.079,0.98,2,-1.02,-0.34,11867,12109.183673469388
3372,92134,"Warwick, NY",12080,41.2563889,-74.36027779999998,300105.0,156.25,494.375,9.6025,115.9982,1.66,2,-0.34,-0.11333333300000001,4812,2898.795180722892
3374,92215,"Waseca, MN",9537,44.0777778,-93.5072222,94235.5,156.25,158.125,4.489375,42.815169375,0.78,1,-0.22,-0.11,3979,5101.282051282051
3376,92242,"Washington, DC--VA--MD",4586770,38.895,-77.0366667,342597.875,156.25,556.5652173912999,11.014166666700001,50519.44924181957,319.02,293,26.02,0.088503401,1715227,5376.550059557395
3386,92485,"Waterbury, CT",194535,41.5580556,-73.0519444,11742.5,200.0,59.0,8.25,1604.91375,4.8,3,1.8,0.45,73578,15328.75
3387,92512,"Waterbury, VT",2971,44.3377778,-72.7566667,2478.5714285714002,457.1428571429,5.8571428571,7.7142857143,22.9191428571853,0.52,1,-0.48,-0.24,1452,2792.3076923076924
3388,92539,"Waterford, CA",9104,37.6413889,-120.7594444,10606.25,500.0,23.5,5.0,45.519999999999996,0.7,1,-0.3,-0.15,2537,3624.2857142857147
3389,92593,"Waterloo, IA",113418,42.4927778,-92.3427778,10918.4615384615,938.4615384614999,12.2307692308,5.4615384615,619.436769226407,2.72,4,-1.28,-0.256,45135,16593.75
3393,92674,"Watertown, NY",57840,43.9747222,-75.91111109999999,500.0,400.0,1.0,1.0,57.84,4.16,5,-0.84,-0.14,22232,5344.230769230769
3396,92782,"Waterville, ME",25689,44.5519444,-69.6322222,2300.0,200.0,12.0,4.0,102.756,1.78,1,0.78,0.39,11010,6185.393258426966
3400,92890,"Watsonville, CA",73534,36.9102778,-121.7558333,10606.25,500.0,23.5,5.0,367.67,2.84,3,-0.16,-0.04,19472,6856.338028169014
3403,92971,"Waupaca, WI",7755,44.35805560000001,-89.0858333,4581.0,1200.0,4.0666666667,6.333333333300001,49.11499999974151,0.32,2,-1.68,-0.56,3322,10381.25
3405,93025,"Wausau, WI",74632,44.9591667,-89.63,5868.076923076899,1107.6923076923,5.3846153846,4.9230769231,367.41907692479924,4.2,5,-0.8,-0.133333333,30534,7270.0
3407,93065,"Wautoma, WI",2573,44.0747222,-89.28777779999999,4581.0,1200.0,4.0666666667,6.333333333300001,16.2956666665809,0.72,1,-0.28,-0.14,966,1341.6666666666667
3414,93241,"Wayne, NE",5557,42.2305556,-97.0175,1369.5,600.0,2.5,5.0,27.785000000000004,1.02,1,0.02,0.01,1900,1862.7450980392157
3420,93484,"Weatherford, TX",34824,32.7591667,-97.7969444,50775.0,400.0,155.5,3.0,104.472,3.2,5,-1.8,-0.3,13712,4285.0
3432,93862,"Wenatchee, WA",67227,47.4236111,-120.30916670000002,2668.75,825.0,3.0,3.375,226.89112500000002,4.86,7,-2.14,-0.2675,24762,5095.061728395061
3452,94294,"Westminster--Eldersburg, MD",72714,39.403611100000006,-76.9505556,122361.3125,156.25,205.6875,8.914375,648.19986375,3.16,1,2.16,1.08,26312,8326.582278481012
3456,94618,"Wetumpka, AL",6659,32.54361110000001,-86.21194440000002,12192.0,914.2857142857001,13.4285714286,4.4285714286,29.4898571430474,0.66,1,-0.34,-0.17,2169,3286.363636363636
3462,94726,"Wheeling, WV--OH",81249,40.0638889,-80.72111109999999,6000.0,1000.0,6.5,4.5,365.6205,2.0,2,0.0,0.0,35957,17978.5
3472,94942,"Whitesboro, TX",3959,33.656111100000004,-96.9066667,78975.0,145.8333333333,136.9444444444,2.5005555556,9.899699444620401,0.7,1,-0.3,-0.15,1615,2307.1428571428573
3474,95050,"Whitewater, WI",14227,42.83361110000001,-88.73222220000002,2692.0,320.0,8.4,8.4,119.50680000000001,1.1,2,-0.9,-0.3,4968,4516.363636363636
3475,95104,"Wichita Falls, TX",99437,33.913611100000004,-98.4930556,600.0,200.0,3.0,9.5,944.6514999999999,2.44,2,0.44,0.146666667,36990,15159.83606557377
3476,95077,"Wichita, KS",472870,37.6922222,-97.3372222,20320.6875,156.25,33.5,3.68875,1744.2992125,11.64,9,2.64,0.264,183783,15788.917525773195
3480,95310,"Willard, MO",5531,37.305,-93.4283333,19730.769230769198,800.0,28.0769230769,3.0769230769,17.0184615383339,1.94,3,-1.06,-0.265,1937,998.4536082474227
3487,95411,"Williamsburg, VA",75689,37.2705556,-76.70777779999997,20033.75,500.0,41.25,4.0833333333,309.06341666414363,4.98,3,1.98,0.495,29362,5895.983935742971
3489,95455,"Williamsport, PA",56142,41.24111110000001,-77.00138890000002,7083.333333333299,866.6666666666998,8.8333333333,8.0,449.136,2.46,2,0.46,0.15333333300000002,23210,9434.959349593497
3494,95590,"Willimantic, CT",29669,41.710555600000006,-72.20861109999998,3830.0,466.6666666667,8.3333333333,4.0,118.676,5.78,7,-1.22,-0.1525,10612,1835.98615916955
3498,95698,"Willmar, MN",20244,45.1219444,-95.0430556,1897.0,440.0,4.4,11.0,222.684,0.84,1,-0.16,-0.08,8403,10003.57142857143
3501,95833,"Wilmington, NC",219957,34.22555560000001,-77.945,5200.0,300.0,18.0,8.0,1759.656,19.76,6,13.76,1.9657142859999999,93732,4743.522267206477
3504,95914,"Wilson, NC",49190,35.7211111,-77.9158333,3913.0,750.0,5.375,7.625,375.07374999999996,1.68,2,-0.32,-0.10666666699999999,19074,11353.57142857143
3509,96076,"Winchester, TN",11681,35.1858333,-86.1122222,1023.75,616.6666666666999,1.9166666667,4.4166666667,51.5910833337227,0.34,1,-0.66,-0.33,5067,14902.941176470587
3510,96103,"Winchester, VA",69449,39.1855556,-78.1636111,2500.0,200.0,12.5,9.0,625.0409999999999,3.1,2,1.1,0.36666666700000006,26322,8490.967741935483
3516,96292,"Windsor, VT--NH",2704,43.4802778,-72.3852778,2300.0,200.0,12.0,4.0,10.816,0.76,1,-0.24,-0.12,1324,1742.1052631578948
3518,96350,"Winneconne, WI",3654,44.1108333,-88.7125,1696.4285714285998,457.1428571429,4.1428571429000005,2.2857142857,8.3519999999478,2.22,3,-0.78,-0.195,1444,650.4504504504504
3529,96670,"Winston-Salem, NC",391024,35.6986111,-81.69722220000001,8875.0,800.0,11.333333333299999,3.5,1368.584,10.04,5,5.04,0.84,156287,15566.434262948209
3530,96697,"Winter Haven, FL",201289,28.021944399999995,-81.7330556,9310.0,320.0,30.0,1.6,322.0624,4.68,5,-0.32,-0.053333333,74976,16020.512820512822
3531,96724,"Winters, CA",7082,38.525,-121.9697222,72659.7083333333,156.25,119.5,3.6733333333,26.0145466664306,0.1,1,-0.9,-0.45,2590,25900.0
3533,96778,"Winterset, IA",5043,41.3308333,-94.0136111,36386.5625,156.25,59.5625,6.965,35.124495,0.64,1,-0.36,-0.18,2026,3165.625
3537,96913,"Woodburn, OR",32943,45.14388889999999,-122.8541667,600.0,200.0,3.0,4.0,131.772,2.68,4,-1.32,-0.264,9999,3730.970149253731
3542,96994,"Woodland, CA",55513,38.67861110000001,-121.7722222,72659.7083333333,156.25,119.5,3.6733333333,203.91775333148288,2.56,2,0.56,0.18666666699999998,19457,7600.390625
3551,97237,"Woodward, OK",11344,36.4336111,-99.39,600.0,200.0,3.0,9.5,107.768,0.38,1,-0.62,-0.31,4286,11278.947368421053
3552,97264,"Wooster, OH",30430,40.805,-81.9352778,2395.0,700.0,3.5,9.0,273.87,1.02,1,0.02,0.01,12357,12114.70588235294
3553,97291,"Worcester, MA--CT",486514,42.2625,-71.80277779999999,3750.0,600.0,6.0,3.0,1459.542,19.7,31,-11.3,-0.353125,184773,9379.340101522843
3562,97426,"Wynne, AR",7722,35.2244444,-90.7866667,5313.3333333333,911.1111111111001,6.1111111111000005,3.4444444444,26.597999999656803,0.7,1,-0.3,-0.15,2859,4084.2857142857147
3563,97453,"Wytheville, VA",7212,36.9483333,-81.085,1563.0,430.76923076919996,3.8461538462,3.7692307692,27.183692307470398,0.64,3,-2.36,-0.59,3302,5159.375
3565,97507,"Yakima, WA",129534,46.6022222,-120.5047222,6083.333333333299,400.0,14.666666666700001,7.833333333300001,1014.6829999956822,3.1,3,0.1,0.025,46520,15006.451612903225
3574,97750,"York, PA",232045,39.9625,-76.7280556,8631.8181818182,545.4545454545,18.5454545455,3.8181818182,885.9900000042189,5.22,3,2.22,0.555,89424,17131.034482758623
3575,97777,"York, SC",7931,34.9941667,-81.2422222,1053.8461538462,476.9230769231,2.5384615385,4.6153846154,36.6046153847374,0.7,1,-0.3,-0.15,2738,3911.4285714285716
3577,97831,"Youngstown, OH--PA",387550,41.0997222,-80.64972220000001,17915.3846153846,861.5384615385001,24.1538461538,5.2307692308,2027.18461539654,11.36,7,4.36,0.545,162026,14262.852112676057
3579,97885,"Yountville, CA",2933,38.4016667,-122.3597222,3712.3333333333003,466.6666666667,10.0,15.0,43.995,5.02,8,-2.98,-0.331111111,1240,247.01195219123508
3582,97966,"Yucca Valley, CA",23805,34.1141667,-116.4313889,29980.0,560.0,79.2,2.2,52.371,1.38,2,-0.62,-0.206666667,9038,6549.275362318841
3588,98182,"Zephyrhills, FL",66609,28.2333333,-82.1813889,72650.4375,156.25,120.125,3.354375,223.431564375,3.06,4,-0.94,-0.188,28232,9226.143790849674
3590,98236,"Zumbrota, MN",3161,44.2941667,-92.6688889,22930.0,200.0,114.6666666667,4.6666666667,14.751333333438701,0.0,1,-1.0,-0.5,1270,inf
